seed,iter,0::0b::0,0::0b::1,0::0p::0,0::0p::1,0::1b::0,0::1b::1,0::1p::0,0::1p::1,0::2b::0,0::2b::1,0::2p::0,0::2p::1,1::0b::0,1::0b::1,1::0p::0,1::0p::1,1::1b::0,1::1b::1,1::1p::0,1::1p::1,1::2b::0,1::2b::1,1::2p::0,1::2p::1,2::0b::0,2::0b::1,2::0p::0,2::0p::1,2::1b::0,2::1b::1,2::1p::0,2::1p::1,2::2b::0,2::2b::1,2::2p::0,2::2p::1,3::0b::0,3::0b::1,3::0p::0,3::0p::1,3::1b::0,3::1b::1,3::1p::0,3::1p::1,3::2b::0,3::2b::1,3::2p::0,3::2p::1
1,1000,2.93424e-06,0.999997,0.5,0.5,0.00143831,0.998562,0.325,0.675,0,1,0.5,0.5,0.0386357,0.961364,0.113194,0.886806,0.00137492,0.998625,0.492593,0.507407,0.14537,0.85463,0.766881,0.233119,0.117482,0.882518,0.0932518,0.906748,0.00158925,0.998411,0.5,0.5,0.669757,0.330243,0.545192,0.454808,0.816884,0.183116,0.967499,0.032501,0.537601,0.462399,0.185205,0.814795,0.270905,0.729095,0,1
1,1048,2.80455e-06,0.999997,0.5,0.5,0.00136378,0.998636,0.325,0.675,0,1,0.5,0.5,0.0440754,0.955925,0.122292,0.877708,0.0013268,0.998673,0.492593,0.507407,0.137647,0.862353,0.766881,0.233119,0.121557,0.878443,0.099134,0.900866,0.00152015,0.99848,0.5,0.5,0.66262,0.33738,0.526483,0.473517,0.825344,0.174656,0.969327,0.0306727,0.54688,0.45312,0.183877,0.816123,0.280764,0.719236,0,1
1,1097,2.65771e-06,0.999997,0.5,0.5,0.00131605,0.998684,0.325,0.675,0,1,0.5,0.5,0.0486545,0.951346,0.138178,0.861822,0.00128503,0.998715,0.492593,0.507407,0.130317,0.869683,0.766881,0.233119,0.125552,0.874448,0.10595,0.89405,0.00146905,0.998531,0.5,0.5,0.653735,0.346265,0.503793,0.496207,0.831745,0.168255,0.970585,0.0294152,0.554693,0.445307,0.197266,0.802734,0.297807,0.702193,0,1
1,1149,0.00170284,0.998297,0.5,0.5,0.00127462,0.998725,0.325,0.675,0,1,0.5,0.5,0.0513983,0.948602,0.15252,0.84748,0.00123711,0.998763,0.492593,0.507407,0.121677,0.878323,0.766881,0.233119,0.133347,0.866653,0.137189,0.862811,0.00141744,0.998583,0.5,0.5,0.647551,0.352449,0.491521,0.508479,0.840512,0.159488,0.973398,0.0266024,0.561824,0.438176,0.20455,0.79545,0.317613,0.682387,0,1
1,1203,0.00470668,0.995293,0.231135,0.768865,0.00122709,0.998773,0.325,0.675,0,1,0.5,0.5,0.055148,0.944852,0.171808,0.828192,0.00118729,0.998813,0.492593,0.507407,0.116219,0.883781,0.766881,0.233119,0.138037,0.861963,0.152482,0.847518,0.00134131,0.998659,0.5,0.5,0.639063,0.360937,0.468837,0.531163,0.846234,0.153766,0.97465,0.02535,0.567817,0.432183,0.226476,0.773524,0.340215,0.659785,0,1
1,1259,0.00940838,0.990592,0.230674,0.769326,0.001191,0.998809,0.325,0.675,0,1,0.5,0.5,0.0598846,0.940115,0.184627,0.815373,0.0011316,0.998868,0.492593,0.507407,0.110394,0.889606,0.766881,0.233119,0.142284,0.857716,0.162304,0.837696,0.00128858,0.998711,0.5,0.5,0.628561,0.371439,0.45182,0.54818,0.839601,0.160399,0.975838,0.0241617,0.573417,0.426583,0.235697,0.764303,0.36596,0.63404,0,1
1,1319,0.012744,0.987256,0.247678,0.752322,0.00114439,0.998856,0.325,0.675,0,1,0.5,0.5,0.0641452,0.935855,0.1945,0.8055,0.00108089,0.998919,0.492593,0.507407,0.105629,0.894371,0.766881,0.233119,0.146158,0.853842,0.178484,0.821516,0.00121966,0.99878,0.5,0.5,0.62032,0.37968,0.435547,0.564453,0.833525,0.166475,0.976606,0.0233945,0.582263,0.417737,0.279384,0.720616,0.398278,0.601722,0,1
1,1381,0.0159278,0.984072,0.254252,0.745748,0.00109216,0.998908,0.325,0.675,0,1,0.5,0.5,0.0688712,0.931129,0.20074,0.79926,0.00103656,0.998963,0.492593,0.507407,0.101491,0.898509,0.766881,0.233119,0.151451,0.848549,0.198261,0.801739,0.00117065,0.998829,0.5,0.5,0.612653,0.387347,0.427118,0.572882,0.825858,0.174142,0.977371,0.0226286,0.590528,0.409472,0.317066,0.682934,0.427461,0.572539,0,1
1,1446,0.0218168,0.978183,0.271309,0.728691,0.0010383,0.998962,0.325,0.675,0,1,0.5,0.5,0.0737521,0.926248,0.214135,0.785865,0.00100136,0.998999,0.492593,0.507407,0.0978824,0.902118,0.766881,0.233119,0.159291,0.840709,0.211053,0.788947,0.00112785,0.998872,0.5,0.5,0.605675,0.394325,0.414532,0.585468,0.834988,0.165012,0.978948,0.0210515,0.599122,0.400878,0.359889,0.640111,0.453944,0.546056,0,1
1,1514,0.0261353,0.973865,0.27402,0.72598,0.000995123,0.999005,0.325,0.675,0,1,0.5,0.5,0.077409,0.922591,0.223237,0.776763,0.000963192,0.999037,0.492593,0.507407,0.0925359,0.907464,0.766881,0.233119,0.165655,0.834345,0.226355,0.773645,0.00106813,0.998932,0.5,0.5,0.598781,0.401219,0.404668,0.595332,0.833308,0.166692,0.979616,0.0203838,0.604955,0.395045,0.402932,0.597068,0.481361,0.518639,0,1
1,1585,0.032848,0.967152,0.282226,0.717774,0.000950216,0.99905,0.325,0.675,0,1,0.5,0.5,0.0827837,0.917216,0.234111,0.765889,0.00092299,0.999077,0.492593,0.507407,0.0888046,0.911195,0.766881,0.233119,0.173318,0.826682,0.24038,0.75962,0.00103239,0.998968,0.5,0.5,0.59013,0.40987,0.387913,0.612087,0.821047,0.178953,0.98033,0.0196705,0.602589,0.397411,0.420148,0.579852,0.498159,0.501841,0,1
1,1660,0.0402309,0.959769,0.288921,0.711079,0.00091234,0.999088,0.325,0.675,0,1,0.5,0.5,0.0877675,0.912232,0.249138,0.750862,0.000878674,0.999121,0.492593,0.507407,0.0843814,0.915619,0.766881,0.233119,0.180481,0.819519,0.250302,0.749698,0.000978455,0.999022,0.5,0.5,0.584399,0.415601,0.376048,0.623952,0.819964,0.180036,0.980706,0.0192943,0.593872,0.406128,0.436376,0.563624,0.52141,0.47859,0,1
1,1738,0.0492731,0.950727,0.297487,0.702513,0.000877367,0.999123,0.325,0.675,0,1,0.5,0.5,0.0952246,0.904775,0.27097,0.72903,0.000838419,0.999162,0.492593,0.507407,0.0806723,0.919328,0.766881,0.233119,0.187577,0.812423,0.256978,0.743022,0.000934851,0.999065,0.5,0.5,0.578471,0.421529,0.360795,0.639205,0.828174,0.171826,0.982231,0.0177692,0.586964,0.413036,0.439432,0.560568,0.544284,0.455716,0,1
1,1820,0.0595733,0.940427,0.310581,0.689419,0.000838248,0.999162,0.325,0.675,0,1,0.5,0.5,0.104475,0.895525,0.291375,0.708625,0.000800481,0.9992,0.492593,0.507407,0.0770054,0.922995,0.766881,0.233119,0.196717,0.803283,0.264709,0.735291,0.000881431,0.999119,0.5,0.5,0.575034,0.424966,0.35277,0.64723,0.835155,0.164845,0.982789,0.0172113,0.580902,0.419098,0.444046,0.555954,0.571832,0.428168,0,1
1,1906,0.0703848,0.929615,0.3196,0.6804,0.000808633,0.999191,0.325,0.675,0,1,0.5,0.5,0.114118,0.885882,0.312204,0.687796,0.000764725,0.999235,0.492593,0.507407,0.0732897,0.92671,0.766881,0.233119,0.20462,0.79538,0.27178,0.72822,0.000835114,0.999165,0.5,0.5,0.569532,0.430468,0.338884,0.661116,0.842064,0.157936,0.983324,0.0166762,0.57566,0.42434,0.453704,0.546296,0.590908,0.409092,0,1
1,1996,0.079146,0.920854,0.334568,0.665432,0.00076962,0.99923,0.325,0.675,0,1,0.5,0.5,0.124247,0.875753,0.327144,0.672856,0.000730012,0.99927,0.492593,0.507407,0.0702505,0.929749,0.766881,0.233119,0.214603,0.785397,0.275599,0.724401,0.000804374,0.999196,0.5,0.5,0.563454,0.436546,0.324057,0.675943,0.848636,0.151364,0.984139,0.0158607,0.563511,0.436489,0.456545,0.543455,0.608976,0.391024,0,1
1,2090,0.091334,0.908666,0.345706,0.654294,0.000734198,0.999266,0.325,0.675,0,1,0.5,0.5,0.134363,0.865637,0.335858,0.664142,0.000697397,0.999303,0.492593,0.507407,0.0672475,0.932753,0.766881,0.233119,0.223667,0.776333,0.279316,0.720684,0.000764507,0.999235,0.5,0.5,0.558315,0.441685,0.307722,0.692278,0.855676,0.144324,0.985111,0.0148885,0.549654,0.450346,0.454092,0.545908,0.626642,0.373358,0,1
1,2188,0.105755,0.894245,0.351283,0.648717,0.000708506,0.999291,0.325,0.675,0,1,0.5,0.5,0.147565,0.852435,0.352387,0.647613,0.000673501,0.999326,0.492593,0.507407,0.0638364,0.936164,0.766881,0.233119,0.236061,0.763939,0.286089,0.713911,0.000734526,0.999265,0.5,0.5,0.553027,0.446973,0.292932,0.707068,0.861547,0.138453,0.985791,0.014209,0.537059,0.462941,0.451156,0.548844,0.642266,0.357734,0,1
1,2291,0.119091,0.880909,0.357697,0.642303,0.000677503,0.999322,0.325,0.675,0,1,0.5,0.5,0.15722,0.84278,0.366845,0.633155,0.000639421,0.999361,0.492593,0.507407,0.0608385,0.939161,0.766881,0.233119,0.250137,0.749863,0.294629,0.705371,0.000696483,0.999304,0.5,0.5,0.549043,0.450957,0.286261,0.713739,0.867959,0.132041,0.986705,0.0132948,0.533496,0.466504,0.43166,0.56834,0.658527,0.341473,0,1
1,2399,0.136623,0.863377,0.36805,0.63195,0.000645914,0.999354,0.325,0.675,0,1,0.5,0.5,0.171519,0.828481,0.385239,0.614761,0.000608623,0.999391,0.492593,0.507407,0.0586513,0.941349,0.766881,0.233119,0.262574,0.737426,0.300584,0.699416,0.000668943,0.999331,0.5,0.5,0.541626,0.458374,0.276278,0.723722,0.871965,0.128035,0.98709,0.0129098,0.535112,0.464888,0.403336,0.596664,0.674659,0.325341,0,1
1,2512,0.152209,0.847791,0.379377,0.620623,0.00193699,0.998063,0.00332743,0.996673,0,1,0.5,0.5,0.184007,0.815993,0.39924,0.60076,0.000580655,0.999419,0.492593,0.507407,0.0558973,0.944103,0.766881,0.233119,0.272166,0.727834,0.312769,0.687231,0.00063647,0.999364,0.5,0.5,0.535622,0.464378,0.265908,0.734092,0.877892,0.122108,0.98763,0.0123702,0.536843,0.463157,0.377598,0.622402,0.690113,0.309887,0,1
1,2631,0.165355,0.834645,0.396343,0.603657,0.00826563,0.991734,0.000522374,0.999478,0,1,0.5,0.5,0.195078,0.804922,0.409343,0.590657,0.00055111,0.999449,0.492593,0.507407,0.0531328,0.946867,0.766881,0.233119,0.283958,0.716042,0.323717,0.676283,0.000607004,0.999393,0.5,0.5,0.530305,0.469695,0.25566,0.74434,0.883424,0.116576,0.988487,0.0115134,0.538819,0.461181,0.371666,0.628334,0.707998,0.292002,0,1
1,2755,0.180051,0.819949,0.404458,0.595542,0.0149955,0.985004,0.000365203,0.999635,0,1,0.5,0.5,0.212134,0.787866,0.417376,0.582624,0.00199215,0.998008,0.00409258,0.995907,0.0509804,0.94902,0.766881,0.233119,0.297717,0.702283,0.33856,0.66144,0.000587292,0.999413,0.5,0.5,0.522909,0.477091,0.244791,0.755209,0.888241,0.111759,0.988989,0.0110112,0.545819,0.454181,0.371001,0.628999,0.723006,0.276994,0,1
1,2885,0.194664,0.805336,0.418122,0.581878,0.0228384,0.977162,0.000172392,0.999828,0,1,0.5,0.5,0.226839,0.773161,0.43031,0.56969,0.007203,0.992797,0.000621186,0.999379,0.0486708,0.951329,0.766881,0.233119,0.310745,0.689255,0.356625,0.643375,0.000564534,0.999435,0.5,0.5,0.516086,0.483914,0.230997,0.769003,0.892892,0.107108,0.989367,0.0106333,0.554433,0.445567,0.377817,0.622183,0.737662,0.262338,0,1
1,3020,0.211516,0.788484,0.439512,0.560488,0.0309769,0.969023,9.31382e-05,0.999907,0,1,0.5,0.5,0.243842,0.756158,0.439038,0.560962,0.0131959,0.986804,0.000316546,0.999683,0.0467095,0.95329,0.766881,0.233119,0.326452,0.673548,0.372783,0.627217,0.000540115,0.99946,0.5,0.5,0.510233,0.489767,0.223428,0.776572,0.897173,0.102827,0.989842,0.0101579,0.567244,0.432756,0.393018,0.606982,0.748571,0.251429,0,1
1,3163,0.228597,0.771403,0.452781,0.547219,0.0398141,0.960186,5.72944e-05,0.999943,0,1,0.5,0.5,0.256029,0.743971,0.448611,0.551389,0.0187236,0.981276,0.000204222,0.999796,0.0438716,0.956128,0.766881,0.233119,0.342383,0.657617,0.391966,0.608034,0.00051266,0.999487,0.5,0.5,0.50592,0.49408,0.216678,0.783322,0.901309,0.0986913,0.990366,0.00963383,0.576529,0.423471,0.403833,0.596167,0.761396,0.238604,0,1
1,3312,0.24378,0.75622,0.468638,0.531362,0.0524521,0.947548,4.76205e-05,0.999952,0,1,0.5,0.5,0.27319,0.72681,0.476242,0.523758,0.0276981,0.972302,0.000145829,0.999854,0.0419896,0.95801,0.766881,0.233119,0.357354,0.642646,0.410258,0.589742,0.000486504,0.999513,0.5,0.5,0.502337,0.497663,0.205613,0.794387,0.906305,0.0936953,0.990764,0.00923568,0.589557,0.410443,0.412755,0.587245,0.773392,0.226608,0,1
1,3468,0.257863,0.742137,0.487197,0.512803,0.0650358,0.934964,4.00121e-05,0.99996,0,1,0.5,0.5,0.287095,0.712905,0.48753,0.51247,0.0370793,0.962921,0.000117304,0.999883,0.0398256,0.960174,0.766881,0.233119,0.37329,0.62671,0.432123,0.567877,0.00046826,0.999532,0.5,0.5,0.499041,0.500959,0.195678,0.804322,0.911194,0.0888055,0.991284,0.00871602,0.608198,0.391802,0.448615,0.551385,0.78177,0.21823,0,1
1,3631,0.273405,0.726595,0.510344,0.489656,0.0779386,0.922061,3.43243e-05,0.999966,0,1,0.5,0.5,0.303377,0.696623,0.510654,0.489346,0.0467444,0.953256,7.92172e-05,0.999921,0.038136,0.961864,0.766881,0.233119,0.389352,0.610648,0.444791,0.555209,0.000448249,0.999552,0.5,0.5,0.497104,0.502896,0.186117,0.813883,0.916468,0.083532,0.99191,0.00809012,0.624277,0.375723,0.465371,0.534629,0.789013,0.210987,0,1
1,3802,0.292188,0.707812,0.531244,0.468756,0.0916963,0.908304,2.98802e-05,0.99997,0,1,0.5,0.5,0.319982,0.680018,0.526252,0.473748,0.0566939,0.943306,6.75933e-05,0.999932,0.0363425,0.963658,0.766881,0.233119,0.408227,0.591773,0.466388,0.533612,0.000426037,0.999574,0.5,0.5,0.496532,0.503468,0.177496,0.822504,0.920497,0.0795034,0.992333,0.00766695,0.642254,0.357746,0.4952,0.5048,0.793827,0.206173,0,1
1,3982,0.310037,0.689963,0.560172,0.439828,0.109445,0.890555,2.47626e-05,0.999975,0,1,0.5,0.5,0.340661,0.659339,0.553721,0.446279,0.068061,0.931939,5.22075e-05,0.999948,0.0384359,0.961564,0.677617,0.322383,0.43305,0.56695,0.487661,0.512339,0.000409728,0.99959,0.5,0.5,0.496179,0.503821,0.165773,0.834227,0.924045,0.0759546,0.992691,0.00730929,0.657285,0.342715,0.519812,0.480188,0.781871,0.218129,0,1
1,4169,0.330043,0.669957,0.58888,0.41112,0.127632,0.872368,2.01711e-05,0.99998,0,1,0.5,0.5,0.362913,0.637087,0.580513,0.419487,0.081413,0.918587,4.10573e-05,0.999959,0.0413339,0.958666,0.618013,0.381987,0.459741,0.540259,0.520527,0.479473,0.000390508,0.999609,0.5,0.5,0.496142,0.503858,0.159203,0.840797,0.927391,0.0726091,0.992944,0.00705581,0.672305,0.327695,0.546487,0.453513,0.770721,0.229279,0,1
1,4366,0.355278,0.644722,0.634229,0.365771,0.144386,0.855614,1.65122e-05,0.999983,0,1,0.5,0.5,0.38632,0.61368,0.624933,0.375067,0.0937275,0.906272,3.17324e-05,0.999968,0.0410664,0.958934,0.581929,0.418071,0.48157,0.51843,0.550224,0.449776,0.000371688,0.999628,0.5,0.5,0.496817,0.503183,0.151995,0.848005,0.930454,0.0695458,0.993324,0.00667572,0.687812,0.312188,0.581123,0.418877,0.774193,0.225807,0,1
1,4571,0.376605,0.623395,0.6689,0.3311,0.164367,0.835633,1.27487e-05,0.999987,0,1,0.5,0.5,0.416359,0.583641,0.676735,0.323265,0.105862,0.894138,2.51123e-05,0.999975,0.0392743,0.960726,0.581929,0.418071,0.509075,0.490925,0.585747,0.414253,0.00035677,0.999643,0.5,0.5,0.497723,0.502277,0.145643,0.854357,0.932973,0.0670273,0.993668,0.00633155,0.702708,0.297292,0.607947,0.392053,0.785718,0.214282,0,1
1,4787,0.405075,0.594925,0.710033,0.289967,0.182659,0.817341,1.10388e-05,0.999989,0,1,0.5,0.5,0.444514,0.555486,0.712172,0.287828,0.121292,0.878708,2.00969e-05,0.99998,0.0377398,0.96226,0.579587,0.420413,0.531719,0.468281,0.620233,0.379767,0.000341885,0.999658,0.5,0.5,0.497313,0.502687,0.13853,0.86147,0.935982,0.0640176,0.993958,0.00604247,0.718384,0.281616,0.619772,0.380228,0.793752,0.206248,0,1
1,5012,0.431832,0.568168,0.736739,0.263261,0.20329,0.79671,9.35135e-06,0.999991,0,1,0.5,0.5,0.470407,0.529593,0.732058,0.267942,0.13724,0.86276,1.71345e-05,0.999983,0.0429054,0.957095,0.457154,0.542846,0.550991,0.449009,0.646468,0.353532,0.000547001,0.999453,0,1,0.496063,0.503937,0.132801,0.867199,0.938483,0.0615166,0.994219,0.00578109,0.733444,0.266556,0.611864,0.388136,0.802436,0.197564,0,1
1,5249,0.459279,0.540721,0.762857,0.237143,0.221732,0.778268,8.41798e-06,0.999992,0,1,0.5,0.5,0.493392,0.506608,0.754963,0.245037,0.156906,0.843094,1.42065e-05,0.999986,0.0488197,0.95118,0.372418,0.627582,0.573271,0.426729,0.671659,0.328341,0.00265995,0.99734,0,1,0.494775,0.505225,0.126868,0.873132,0.941388,0.0586116,0.994523,0.00547682,0.744961,0.255039,0.61079,0.38921,0.811315,0.188685,0,1
1,5496,0.483404,0.516596,0.784519,0.215481,0.241978,0.758022,7.62088e-06,0.999992,0,1,0.5,0.5,0.515293,0.484707,0.776774,0.223226,0.17336,0.82664,1.23582e-05,0.999988,0.062321,0.937679,0.249999,0.750001,0.593445,0.406555,0.696575,0.303425,0.00785575,0.992144,0,1,0.49402,0.50598,0.121219,0.878781,0.944002,0.0559984,0.994743,0.00525715,0.757375,0.242625,0.609868,0.390132,0.819124,0.180876,0,1
1,5755,0.506678,0.493322,0.802326,0.197674,0.261792,0.738208,6.83842e-06,0.999993,0,1,0.5,0.5,0.537145,0.462855,0.798105,0.201895,0.193484,0.806516,1.05905e-05,0.999989,0.0770363,0.922964,0.199376,0.800624,0.609098,0.390902,0.714984,0.285016,0.0170451,0.982955,0,1,0.492898,0.507102,0.116835,0.883165,0.946663,0.0533372,0.995056,0.00494443,0.769232,0.230768,0.597356,0.402644,0.826027,0.173973,0,1
1,6026,0.531459,0.468541,0.821011,0.178989,0.284038,0.715962,6.15042e-06,0.999994,0,1,0.5,0.5,0.556882,0.443118,0.809509,0.190491,0.215298,0.784702,9.63666e-06,0.99999,0.0937909,0.906209,0.169888,0.830112,0.627238,0.372762,0.733582,0.266418,0.0297763,0.970224,0,1,0.49062,0.50938,0.113327,0.886673,0.948711,0.0512887,0.995306,0.00469414,0.779659,0.220341,0.564553,0.435447,0.835023,0.164977,0,1
1,6310,0.550886,0.449114,0.835994,0.164006,0.309228,0.690772,5.33864e-06,0.999995,0,1,0.5,0.5,0.577114,0.422886,0.826671,0.173329,0.236173,0.763827,8.19964e-06,0.999992,0.110246,0.889754,0.137372,0.862628,0.645668,0.354332,0.75839,0.24161,0.0416843,0.958316,0,1,0.488398,0.511602,0.1091,0.8909,0.951202,0.0487979,0.995504,0.00449597,0.78799,0.21201,0.536419,0.463581,0.843057,0.156943,0,1
1,6607,0.569503,0.430497,0.846453,0.153547,0.341914,0.658086,4.53363e-06,0.999995,0,1,0.5,0.5,0.595387,0.404613,0.838129,0.161871,0.260518,0.739482,7.0204e-06,0.999993,0.123971,0.876029,0.109177,0.890823,0.662362,0.337638,0.777659,0.222341,0.0568837,0.943116,0,1,0.484856,0.515144,0.106114,0.893886,0.953318,0.0466818,0.995708,0.00429212,0.797831,0.202169,0.504103,0.495897,0.850133,0.149867,0,1
1,6919,0.588328,0.411672,0.859008,0.140992,0.369267,0.630733,3.87851e-06,0.999996,0,1,0.5,0.5,0.616164,0.383836,0.851081,0.148919,0.281278,0.718722,6.23461e-06,0.999994,0.135047,0.864953,0.0916654,0.908335,0.677269,0.322731,0.792536,0.207464,0.074785,0.925215,0,1,0.480029,0.519971,0.101127,0.898873,0.955504,0.0444964,0.995916,0.00408382,0.806214,0.193786,0.480301,0.519699,0.857177,0.142823,0,1
1,7245,0.608791,0.391209,0.870928,0.129072,0.396794,0.603206,3.371e-06,0.999997,0,1,0.5,0.5,0.633499,0.366501,0.862602,0.137398,0.304824,0.695176,5.53834e-06,0.999994,0.146477,0.853523,0.0833953,0.916605,0.692086,0.307914,0.807731,0.192269,0.0942773,0.905723,0,1,0.474116,0.525884,0.0979522,0.902048,0.957511,0.0424893,0.996122,0.00387817,0.814775,0.185225,0.471614,0.528386,0.863705,0.136295,0,1
1,7586,0.628554,0.371446,0.881201,0.118799,0.422947,0.577053,3.14637e-06,0.999997,0,1,0.5,0.5,0.648467,0.351533,0.87065,0.12935,0.333121,0.666879,4.7448e-06,0.999995,0.157941,0.842059,0.0738176,0.926182,0.70584,0.29416,0.819106,0.180894,0.113168,0.886832,0,1,0.466835,0.533165,0.0955725,0.904427,0.959045,0.0409553,0.99626,0.00373986,0.824486,0.175514,0.473458,0.526542,0.870034,0.129966,0,1
1,7944,0.647282,0.352718,0.889914,0.110086,0.446926,0.553074,2.86215e-06,0.999997,0,1,0.5,0.5,0.667662,0.332338,0.878972,0.121028,0.359191,0.640809,4.3552e-06,0.999996,0.168944,0.831056,0.0670154,0.932985,0.719391,0.280609,0.828829,0.171171,0.13468,0.86532,0,1,0.461112,0.538888,0.0931368,0.906863,0.946811,0.0531894,0.996363,0.00363694,0.832607,0.167393,0.482027,0.517973,0.875898,0.124102,0,1
1,8318,0.662751,0.337249,0.896854,0.103146,0.469188,0.530812,2.62583e-06,0.999997,0,1,0.5,0.5,0.681571,0.318429,0.886609,0.113391,0.389716,0.610284,3.8484e-06,0.999996,0.180631,0.819369,0.0580299,0.94197,0.731354,0.268646,0.840396,0.159604,0.157783,0.842217,0,1,0.455221,0.544779,0.0905671,0.909433,0.943607,0.0563925,0.996494,0.00350628,0.839091,0.160909,0.503396,0.496604,0.881871,0.118129,0,1
1,8710,0.67949,0.32051,0.905087,0.0949133,0.490631,0.509369,2.3867e-06,0.999998,0,1,0.5,0.5,0.69589,0.30411,0.895666,0.104334,0.415234,0.584766,3.43521e-06,0.999997,0.192049,0.807951,0.0530928,0.946907,0.744589,0.255411,0.850813,0.149187,0.178874,0.821126,0,1,0.448848,0.551152,0.0874281,0.912572,0.94632,0.0536801,0.996687,0.00331285,0.845731,0.154269,0.527565,0.472435,0.887256,0.112744,0,1
1,9121,0.693997,0.306003,0.911856,0.0881435,0.512236,0.487764,2.19511e-06,0.999998,0,1,0.5,0.5,0.709968,0.290032,0.90263,0.09737,0.441611,0.558389,3.11928e-06,0.999997,0.204802,0.795198,0.046584,0.953416,0.756338,0.243662,0.859739,0.140261,0.202682,0.797318,0,1,0.442253,0.557747,0.0845428,0.915457,0.948319,0.051681,0.996817,0.0031829,0.853633,0.146367,0.557973,0.442027,0.892534,0.107466,0,1
1,9550,0.708011,0.291989,0.918742,0.0812584,0.534508,0.465492,2.02411e-06,0.999998,0,1,0.5,0.5,0.722438,0.277562,0.9086,0.0913996,0.469118,0.530882,2.77748e-06,0.999997,0.216269,0.783731,0.0425462,0.957454,0.766084,0.233916,0.868689,0.131311,0.234833,0.765167,0,1,0.434975,0.565025,0.0823708,0.917629,0.950667,0.0493326,0.996979,0.00302068,0.859369,0.140631,0.572564,0.427436,0.897932,0.102068,0,1
1,10000,0.720099,0.279901,0.922909,0.0770912,0.555572,0.444428,1.8819e-06,0.999998,0,1,0.5,0.5,0.735368,0.264632,0.916142,0.0838579,0.491656,0.508344,2.5482e-06,0.999997,0.227487,0.772513,0.0386809,0.961319,0.77673,0.22327,0.878597,0.121403,0.265894,0.734106,0,1,0.425034,0.574966,0.0803731,0.919627,0.952826,0.0471744,0.997111,0.00288881,0.865925,0.134075,0.596464,0.403536,0.902456,0.0975438,0,1
